mytype,material,link,value
thìa súp,Giấm,http://www.amthuc365.vn/cong-thuc/52-ca-bop-nhung-giam.html,3
thìa súp,Dầu ăn,http://www.amthuc365.vn/cong-thuc/52-ca-bop-nhung-giam.html,1
,Rau dấp cá,http://www.amthuc365.vn/cong-thuc/52-ca-bop-nhung-giam.html,
,Thịt xông khói,http://www.amthuc365.vn/cong-thuc/54-thit-xong-khoi-cuon-gia.html,
củ,Cà rốt,http://www.amthuc365.vn/cong-thuc/54-thit-xong-khoi-cuon-gia.html,1/2
nhánh,Hành,http://www.amthuc365.vn/cong-thuc/54-thit-xong-khoi-cuon-gia.html,1/2
Phần,nhân bánh:,http://www.amthuc365.vn/cong-thuc/55-lam-banh-cuon-bang-chao-khong-dinh.html,*
g,thịt lợn,http://www.amthuc365.vn/cong-thuc/55-lam-banh-cuon-bang-chao-khong-dinh.html,300
củ,hành khô,http://www.amthuc365.vn/cong-thuc/55-lam-banh-cuon-bang-chao-khong-dinh.html,10
Phần,vỏ bánh,http://www.amthuc365.vn/cong-thuc/55-lam-banh-cuon-bang-chao-khong-dinh.html,*
bát,bột gạo,http://www.amthuc365.vn/cong-thuc/55-lam-banh-cuon-bang-chao-khong-dinh.html,1
thìa,bột năng,http://www.amthuc365.vn/cong-thuc/55-lam-banh-cuon-bang-chao-khong-dinh.html,2
bát,nước,http://www.amthuc365.vn/cong-thuc/55-lam-banh-cuon-bang-chao-khong-dinh.html,3
thìa cà phê,muối,http://www.amthuc365.vn/cong-thuc/55-lam-banh-cuon-bang-chao-khong-dinh.html,1/3
thìa,dầu ăn,http://www.amthuc365.vn/cong-thuc/55-lam-banh-cuon-bang-chao-khong-dinh.html,1
quả,Trứng gà,http://www.amthuc365.vn/cong-thuc/57-trung-cuon-hanh-xanh.html,5
cọng,Hành xanh,http://www.amthuc365.vn/cong-thuc/57-trung-cuon-hanh-xanh.html,3
,Nước mắm,http://www.amthuc365.vn/cong-thuc/57-trung-cuon-hanh-xanh.html,
,Chuối chín,http://www.amthuc365.vn/cong-thuc/60-nem-trai-cay.html,
,Dưa hấu,http://www.amthuc365.vn/cong-thuc/60-nem-trai-cay.html,
,Dâu tây,http://www.amthuc365.vn/cong-thuc/60-nem-trai-cay.html,
hạt,Dẻ,http://www.amthuc365.vn/cong-thuc/60-nem-trai-cay.html,vài
lát,Chanh,http://www.amthuc365.vn/cong-thuc/60-nem-trai-cay.html,vài
,Bánh tráng lạt,http://www.amthuc365.vn/cong-thuc/60-nem-trai-cay.html,
g,Chả cá,http://www.amthuc365.vn/cong-thuc/61-cha-ca-cuon-trung-hap.html,150
g,Đậu Hà Lan,http://www.amthuc365.vn/cong-thuc/61-cha-ca-cuon-trung-hap.html,50
quả,Trứng,http://www.amthuc365.vn/cong-thuc/61-cha-ca-cuon-trung-hap.html,2
,"Tiêu, muối",http://www.amthuc365.vn/cong-thuc/61-cha-ca-cuon-trung-hap.html,
gr,Bánh phở,http://www.amthuc365.vn/cong-thuc/58-cuon-hue.html,300
gr,Thịt ba rọi,http://www.amthuc365.vn/cong-thuc/58-cuon-hue.html,200
gr,Tôm chua,http://www.amthuc365.vn/cong-thuc/58-cuon-hue.html,150
gr,Giá đỗ,http://www.amthuc365.vn/cong-thuc/58-cuon-hue.html,100
trái,Vả,http://www.amthuc365.vn/cong-thuc/58-cuon-hue.html,2
trái,Dưa leo,http://www.amthuc365.vn/cong-thuc/58-cuon-hue.html,2
cây,Rau xà lách,http://www.amthuc365.vn/cong-thuc/58-cuon-hue.html,2
,Hạt nêm,http://www.amthuc365.vn/cong-thuc/58-cuon-hue.html,
,ức Gà,http://www.amthuc365.vn/cong-thuc/64-uc-ga-cuon-tao-va-hanh-tay-thang-vang.html,1/2
trái,Táo,http://www.amthuc365.vn/cong-thuc/64-uc-ga-cuon-tao-va-hanh-tay-thang-vang.html,1
lát,Thịt muối,http://www.amthuc365.vn/cong-thuc/64-uc-ga-cuon-tao-va-hanh-tay-thang-vang.html,4
tbsp,Bơ,http://www.amthuc365.vn/cong-thuc/64-uc-ga-cuon-tao-va-hanh-tay-thang-vang.html,1
tbsp,Mật ong,http://www.amthuc365.vn/cong-thuc/64-uc-ga-cuon-tao-va-hanh-tay-thang-vang.html,1
,Muối,http://www.amthuc365.vn/cong-thuc/64-uc-ga-cuon-tao-va-hanh-tay-thang-vang.html,
tbsp,Rượu nho trắng,http://www.amthuc365.vn/cong-thuc/64-uc-ga-cuon-tao-va-hanh-tay-thang-vang.html,1
,Hành tây thắng vàng,http://www.amthuc365.vn/cong-thuc/64-uc-ga-cuon-tao-va-hanh-tay-thang-vang.html,
lá,Ngò Ý,http://www.amthuc365.vn/cong-thuc/64-uc-ga-cuon-tao-va-hanh-tay-thang-vang.html,vài
lát,Thịt muối,http://www.amthuc365.vn/cong-thuc/62-thit-muoi-cuon-cu-cai-do.html,1 vài
củ,Cải đỏ,http://www.amthuc365.vn/cong-thuc/62-thit-muoi-cuon-cu-cai-do.html,1
,Tăm xiên,http://www.amthuc365.vn/cong-thuc/62-thit-muoi-cuon-cu-cai-do.html,
g,gạo,http://www.amthuc365.vn/cong-thuc/63-sushi-cuon.html,170
ml,nước,http://www.amthuc365.vn/cong-thuc/63-sushi-cuon.html,250
miếng,rong biển,http://www.amthuc365.vn/cong-thuc/63-sushi-cuon.html,1
thìa canh,giấm,http://www.amthuc365.vn/cong-thuc/63-sushi-cuon.html,1
trái,bơ,http://www.amthuc365.vn/cong-thuc/63-sushi-cuon.html,1/2
con,tôm,http://www.amthuc365.vn/cong-thuc/63-sushi-cuon.html,4 - 6
quả,trứng gà,http://www.amthuc365.vn/cong-thuc/63-sushi-cuon.html,1
thìa canh,sữa tươi,http://www.amthuc365.vn/cong-thuc/63-sushi-cuon.html,1
thìa cà phê,bột nêm,http://www.amthuc365.vn/cong-thuc/63-sushi-cuon.html,1/8
thìa cà phê,mirin,http://www.amthuc365.vn/cong-thuc/63-sushi-cuon.html,1/2
thìa cà phê,muối,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,1/2
bát,bột gạo,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,1
bát,bột năng,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,1
Phần,bánh phở,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,*
thìa cà phê,dầu ăn,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,2
bát,nước,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,2
Phần,nhân:,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,*
g,thịt bò,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,350
thìa canh,tỏi,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,1
thìa cà phê,gừng,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,1
thìa cà phê,hạt nêm,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,1
thìa cà phê,hạt tiêu,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,1
củ,hành tây,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,1
cây,xà lách,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,2-3
g,giá đỗ,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,100
nắm,rau mùi,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,1
nắm,rau thơm,http://www.amthuc365.vn/cong-thuc/59-pho-cuon-ha-noi.html,1
cấy,Măng củ,http://www.amthuc365.vn/cong-thuc/67-mang-cuon-thit-ga-hap.html,1
miếng,Phi lê thịt ức gà,http://www.amthuc365.vn/cong-thuc/67-mang-cuon-thit-ga-hap.html,2
quả,trứng gà,http://www.amthuc365.vn/cong-thuc/67-mang-cuon-thit-ga-hap.html,2
thìa súp,Hành lá,http://www.amthuc365.vn/cong-thuc/67-mang-cuon-thit-ga-hap.html,3
thìa súp,Rau răm,http://www.amthuc365.vn/cong-thuc/67-mang-cuon-thit-ga-hap.html,3
thìa cà phê,Hạt nêm,http://www.amthuc365.vn/cong-thuc/67-mang-cuon-thit-ga-hap.html,2
thìa cà phê,Tiêu,http://www.amthuc365.vn/cong-thuc/67-mang-cuon-thit-ga-hap.html,1/2
,Hành lá,http://www.amthuc365.vn/cong-thuc/67-mang-cuon-thit-ga-hap.html,
g,Cá ngừ,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,400
muỗng cà phê,Mè,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,1
g,Bún tươi,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,30
lá,Cải bẹ xanh,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,2
cọng,Hành lá,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,10
ít,Tía tô,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,1
ml,Tương đậu,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,50
g,Thịt,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,30
g,Tỏi,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,5
ml,Nước cốt dừa,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,20
muỗng cà phê,Muối,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,1/4
muỗng cà phê,Đường,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,1/2
ít,Hành,http://www.amthuc365.vn/cong-thuc/69-goi-ca-ngu-cuon-diep.html,1
kg,Gạo nếp,http://www.amthuc365.vn/cong-thuc/73-banh-mat-cho-ngay-ram-thang-7.html,1
muỗng canh,nước kiềm,http://www.amthuc365.vn/cong-thuc/73-banh-mat-cho-ngay-ram-thang-7.html,4
,Lá dong,http://www.amthuc365.vn/cong-thuc/73-banh-mat-cho-ngay-ram-thang-7.html,
,Đường cọ,http://www.amthuc365.vn/cong-thuc/73-banh-mat-cho-ngay-ram-thang-7.html,
cc,nước cốt dừa,http://www.amthuc365.vn/cong-thuc/73-banh-mat-cho-ngay-ram-thang-7.html,500
con,Tôm,http://www.amthuc365.vn/cong-thuc/70-thit-xong-khoi-cuon-tom-chien.html,10
dải,Thịt,http://www.amthuc365.vn/cong-thuc/70-thit-xong-khoi-cuon-tom-chien.html,5
,Bột tỏi,http://www.amthuc365.vn/cong-thuc/70-thit-xong-khoi-cuon-tom-chien.html,
,Cơm,http://www.amthuc365.vn/cong-thuc/71-com-nam-tinh-yeu.html,
,Vải,http://www.amthuc365.vn/cong-thuc/71-com-nam-tinh-yeu.html,
,Ruốc,http://www.amthuc365.vn/cong-thuc/71-com-nam-tinh-yeu.html,
,Vừng,http://www.amthuc365.vn/cong-thuc/71-com-nam-tinh-yeu.html,
lá,Rong biển,http://www.amthuc365.vn/cong-thuc/76-lam-sushi-chay.html,4
g,Gạo,http://www.amthuc365.vn/cong-thuc/76-lam-sushi-chay.html,250
g,Tôm,http://www.amthuc365.vn/cong-thuc/76-lam-sushi-chay.html,50
g,Chả cá,http://www.amthuc365.vn/cong-thuc/76-lam-sushi-chay.html,50
g,Đậu cô-ve,http://www.amthuc365.vn/cong-thuc/76-lam-sushi-chay.html,60
thìa cà phê,Muối,http://www.amthuc365.vn/cong-thuc/76-lam-sushi-chay.html,1/2
thìa cà phê,Đường,http://www.amthuc365.vn/cong-thuc/76-lam-sushi-chay.html,1
thìa súp,Dầu ô-liu,http://www.amthuc365.vn/cong-thuc/76-lam-sushi-chay.html,1
,nước tương,http://www.amthuc365.vn/cong-thuc/76-lam-sushi-chay.html,
lít,nước,http://www.amthuc365.vn/cong-thuc/72-thit-bo-cuon-hanh.html,2
muỗng canh,muối,http://www.amthuc365.vn/cong-thuc/72-thit-bo-cuon-hanh.html,1
nhánh,hành hoa,http://www.amthuc365.vn/cong-thuc/72-thit-bo-cuon-hanh.html,12
,Thịt bò,http://www.amthuc365.vn/cong-thuc/72-thit-bo-cuon-hanh.html,
chén,mirin,http://www.amthuc365.vn/cong-thuc/72-thit-bo-cuon-hanh.html,1/4
muỗng canh,nước tương,http://www.amthuc365.vn/cong-thuc/72-thit-bo-cuon-hanh.html,3
muỗng canh,đường,http://www.amthuc365.vn/cong-thuc/72-thit-bo-cuon-hanh.html,1
muỗng canh,dầu,http://www.amthuc365.vn/cong-thuc/72-thit-bo-cuon-hanh.html,1
g,da heo,http://www.amthuc365.vn/cong-thuc/80-bi-cuon.html,200
cái,Tai heo,http://www.amthuc365.vn/cong-thuc/80-bi-cuon.html,1/2
g,thịt bò,http://www.amthuc365.vn/cong-thuc/80-bi-cuon.html,100
,Báng tráng,http://www.amthuc365.vn/cong-thuc/80-bi-cuon.html,
,Gia vị,http://www.amthuc365.vn/cong-thuc/80-bi-cuon.html,
,Các loại rau thơm,http://www.amthuc365.vn/cong-thuc/80-bi-cuon.html,
g,thịt lợn,http://www.amthuc365.vn/cong-thuc/68-thit-cuon-xot-mu-tat-vang.html,500
g,giò sống,http://www.amthuc365.vn/cong-thuc/68-thit-cuon-xot-mu-tat-vang.html,200
g,đậu cô ve,http://www.amthuc365.vn/cong-thuc/68-thit-cuon-xot-mu-tat-vang.html,50
thìa cà phê,tỏi,http://www.amthuc365.vn/cong-thuc/68-thit-cuon-xot-mu-tat-vang.html,1
thìa cà phê,bột nghệ,http://www.amthuc365.vn/cong-thuc/68-thit-cuon-xot-mu-tat-vang.html,1/2
thìa cà phê,hạt nêm,http://www.amthuc365.vn/cong-thuc/68-thit-cuon-xot-mu-tat-vang.html,1/4
bát,nước dùng,http://www.amthuc365.vn/cong-thuc/68-thit-cuon-xot-mu-tat-vang.html,1
thìa canh,mù tạt,http://www.amthuc365.vn/cong-thuc/68-thit-cuon-xot-mu-tat-vang.html,2
g,bột mì,http://www.amthuc365.vn/cong-thuc/65-banh-mi-cuon-xuc-xich.html,300
cây,xúc xích,http://www.amthuc365.vn/cong-thuc/65-banh-mi-cuon-xuc-xich.html,8
g,bột nở,http://www.amthuc365.vn/cong-thuc/65-banh-mi-cuon-xuc-xich.html,5
g,Sữa tươi,http://www.amthuc365.vn/cong-thuc/65-banh-mi-cuon-xuc-xich.html,220
g,đường,http://www.amthuc365.vn/cong-thuc/65-banh-mi-cuon-xuc-xich.html,10
quả,trứng gà,http://www.amthuc365.vn/cong-thuc/65-banh-mi-cuon-xuc-xich.html,1
thìa cà phê,muối,http://www.amthuc365.vn/cong-thuc/65-banh-mi-cuon-xuc-xich.html,1
g,bơ,http://www.amthuc365.vn/cong-thuc/65-banh-mi-cuon-xuc-xich.html,30
gói,Lá rong biển,http://www.amthuc365.vn/cong-thuc/74-kimbap-han-quoc.html,1
lon,Gạo,http://www.amthuc365.vn/cong-thuc/74-kimbap-han-quoc.html,1/2
củ,Cà rốt,http://www.amthuc365.vn/cong-thuc/74-kimbap-han-quoc.html,2
trái,Dưa leo,http://www.amthuc365.vn/cong-thuc/74-kimbap-han-quoc.html,2
quả,Trứng,http://www.amthuc365.vn/cong-thuc/74-kimbap-han-quoc.html,2
cái,Xúc xích,http://www.amthuc365.vn/cong-thuc/74-kimbap-han-quoc.html,2-3
lá,Rong biển,http://www.amthuc365.vn/cong-thuc/75-sushi-thit-xong-khoi-chay.html,4
g,gạo,http://www.amthuc365.vn/cong-thuc/75-sushi-thit-xong-khoi-chay.html,250
g,Thịt heo,http://www.amthuc365.vn/cong-thuc/75-sushi-thit-xong-khoi-chay.html,100
củ,Cà rốt,http://www.amthuc365.vn/cong-thuc/75-sushi-thit-xong-khoi-chay.html,1
g,Đậu cô-ve,http://www.amthuc365.vn/cong-thuc/75-sushi-thit-xong-khoi-chay.html,60
thìa cà phê,Muối,http://www.amthuc365.vn/cong-thuc/75-sushi-thit-xong-khoi-chay.html,1/2
thìa cà phê,Đường,http://www.amthuc365.vn/cong-thuc/75-sushi-thit-xong-khoi-chay.html,1
thìa cà phê,Mù tạt,http://www.amthuc365.vn/cong-thuc/75-sushi-thit-xong-khoi-chay.html,1
,Rong biển,http://www.amthuc365.vn/cong-thuc/77-goi-rong-bien-thanh-mat.html,
,Giá đỗ,http://www.amthuc365.vn/cong-thuc/77-goi-rong-bien-thanh-mat.html,
,Chuối,http://www.amthuc365.vn/cong-thuc/77-goi-rong-bien-thanh-mat.html,
,Dứa,http://www.amthuc365.vn/cong-thuc/77-goi-rong-bien-thanh-mat.html,
,Bánh đa nem,http://www.amthuc365.vn/cong-thuc/77-goi-rong-bien-thanh-mat.html,
,Các loại rau sống,http://www.amthuc365.vn/cong-thuc/77-goi-rong-bien-thanh-mat.html,
,Ớt,http://www.amthuc365.vn/cong-thuc/77-goi-rong-bien-thanh-mat.html,
,Thịt chân giò,http://www.amthuc365.vn/cong-thuc/77-goi-rong-bien-thanh-mat.html,
,Bún,http://www.amthuc365.vn/cong-thuc/77-goi-rong-bien-thanh-mat.html,
,Thịt chân giò,http://www.amthuc365.vn/cong-thuc/77-goi-rong-bien-thanh-mat.html,
trái,Xoài,http://www.amthuc365.vn/cong-thuc/82-cha-gio-xoai-va-chuoi-cham-sot-so-co-la.html,1
trái,Chuối,http://www.amthuc365.vn/cong-thuc/82-cha-gio-xoai-va-chuoi-cham-sot-so-co-la.html,2
miếng,Bánh tráng,http://www.amthuc365.vn/cong-thuc/82-cha-gio-xoai-va-chuoi-cham-sot-so-co-la.html,2
gr,Bơ,http://www.amthuc365.vn/cong-thuc/82-cha-gio-xoai-va-chuoi-cham-sot-so-co-la.html,10
muỗng,Đường,http://www.amthuc365.vn/cong-thuc/82-cha-gio-xoai-va-chuoi-cham-sot-so-co-la.html,1/2
,Nước xốt Sô cô la,http://www.amthuc365.vn/cong-thuc/82-cha-gio-xoai-va-chuoi-cham-sot-so-co-la.html,
muỗng canh,Mật ong,http://www.amthuc365.vn/cong-thuc/82-cha-gio-xoai-va-chuoi-cham-sot-so-co-la.html,1
muỗng canh,Dầu ăn,http://www.amthuc365.vn/cong-thuc/82-cha-gio-xoai-va-chuoi-cham-sot-so-co-la.html,1
lỗ,Tai heo,http://www.amthuc365.vn/cong-thuc/83-tai-heo-ngam-dam.html,2
lít,Giấm,http://www.amthuc365.vn/cong-thuc/83-tai-heo-ngam-dam.html,1
cọng,hành lá,http://www.amthuc365.vn/cong-thuc/83-tai-heo-ngam-dam.html,2
muỗng cà phê,Phèn chua,http://www.amthuc365.vn/cong-thuc/83-tai-heo-ngam-dam.html,1
g,Đường,http://www.amthuc365.vn/cong-thuc/83-tai-heo-ngam-dam.html,50
g,Muối,http://www.amthuc365.vn/cong-thuc/83-tai-heo-ngam-dam.html,50
trái,Ớt,http://www.amthuc365.vn/cong-thuc/83-tai-heo-ngam-dam.html,3
củ,Tỏi,http://www.amthuc365.vn/cong-thuc/83-tai-heo-ngam-dam.html,1
trái,Dừa,http://www.amthuc365.vn/cong-thuc/83-tai-heo-ngam-dam.html,1
,Củ Cải,http://www.amthuc365.vn/cong-thuc/87-lam-dua-mon-cho-tet-co-truyen.html,
,Cà rốt,http://www.amthuc365.vn/cong-thuc/87-lam-dua-mon-cho-tet-co-truyen.html,
,Tỏi,http://www.amthuc365.vn/cong-thuc/87-lam-dua-mon-cho-tet-co-truyen.html,
,Ớt,http://www.amthuc365.vn/cong-thuc/87-lam-dua-mon-cho-tet-co-truyen.html,
,Nước mắm,http://www.amthuc365.vn/cong-thuc/87-lam-dua-mon-cho-tet-co-truyen.html,
,Keo,http://www.amthuc365.vn/cong-thuc/87-lam-dua-mon-cho-tet-co-truyen.html,
gr,Bí đỏ,http://www.amthuc365.vn/cong-thuc/81-cha-gio-bi-do.html,150
gr,Tôm,http://www.amthuc365.vn/cong-thuc/81-cha-gio-bi-do.html,100
,Thịt,http://www.amthuc365.vn/cong-thuc/81-cha-gio-bi-do.html,100gr
quả,Trứng gà,http://www.amthuc365.vn/cong-thuc/81-cha-gio-bi-do.html,1
gr,Củ năng,http://www.amthuc365.vn/cong-thuc/81-cha-gio-bi-do.html,50
gr,Nấm mèo,http://www.amthuc365.vn/cong-thuc/81-cha-gio-bi-do.html,20
,Bún tàu,http://www.amthuc365.vn/cong-thuc/81-cha-gio-bi-do.html,
,Tiêu,http://www.amthuc365.vn/cong-thuc/81-cha-gio-bi-do.html,
,Kiệu,http://www.amthuc365.vn/cong-thuc/88-cach-lam-cu-kieu-ngam-cho-ngay-tet.html,
,Nước tro,http://www.amthuc365.vn/cong-thuc/88-cach-lam-cu-kieu-ngam-cho-ngay-tet.html,
,Nước phèn chua,http://www.amthuc365.vn/cong-thuc/88-cach-lam-cu-kieu-ngam-cho-ngay-tet.html,
,Đường,http://www.amthuc365.vn/cong-thuc/88-cach-lam-cu-kieu-ngam-cho-ngay-tet.html,
thìa súp,Dấm,http://www.amthuc365.vn/cong-thuc/88-cach-lam-cu-kieu-ngam-cho-ngay-tet.html,1
quả,Trứng,http://www.amthuc365.vn/cong-thuc/86-trung-cuon-kim-chi.html,3
gr,kim chi,http://www.amthuc365.vn/cong-thuc/86-trung-cuon-kim-chi.html,30
củ,hành tây,http://www.amthuc365.vn/cong-thuc/86-trung-cuon-kim-chi.html,1/4
gr,Thịt cá,http://www.amthuc365.vn/cong-thuc/86-trung-cuon-kim-chi.html,30
cây,Đậu phụ trứng,http://www.amthuc365.vn/cong-thuc/89-bi-ngoi-cuon-dau-phu-nuong.html,2
trái,Bí ngòi,http://www.amthuc365.vn/cong-thuc/89-bi-ngoi-cuon-dau-phu-nuong.html,2
g,Lá quế,http://www.amthuc365.vn/cong-thuc/89-bi-ngoi-cuon-dau-phu-nuong.html,10
ml,Dầu ô-liu,http://www.amthuc365.vn/cong-thuc/89-bi-ngoi-cuon-dau-phu-nuong.html,50
,Muối,http://www.amthuc365.vn/cong-thuc/89-bi-ngoi-cuon-dau-phu-nuong.html,
,Lò vi sóng,http://www.amthuc365.vn/cong-thuc/89-bi-ngoi-cuon-dau-phu-nuong.html,
,Xốt hạt thông,http://www.amthuc365.vn/cong-thuc/89-bi-ngoi-cuon-dau-phu-nuong.html,
g,Lươn,http://www.amthuc365.vn/cong-thuc/93-cha-luon-quan-la-lot.html,300
cái,Lá lốt,http://www.amthuc365.vn/cong-thuc/93-cha-luon-quan-la-lot.html,20
,dầu ăn,http://www.amthuc365.vn/cong-thuc/93-cha-luon-quan-la-lot.html,
,Gia vị,http://www.amthuc365.vn/cong-thuc/93-cha-luon-quan-la-lot.html,
bát,Tro bếp,http://www.amthuc365.vn/cong-thuc/93-cha-luon-quan-la-lot.html,1
thìa,Muối,http://www.amthuc365.vn/cong-thuc/93-cha-luon-quan-la-lot.html,3
thìa,Muối,http://www.amthuc365.vn/cong-thuc/93-cha-luon-quan-la-lot.html,3
đĩa,Rau,http://www.amthuc365.vn/cong-thuc/93-cha-luon-quan-la-lot.html,1
đĩa,Bún,http://www.amthuc365.vn/cong-thuc/93-cha-luon-quan-la-lot.html,1
g,Cá hồi,http://www.amthuc365.vn/cong-thuc/78-sushi-nhat-ban.html,20
g,Cá tuyết,http://www.amthuc365.vn/cong-thuc/78-sushi-nhat-ban.html,20
g,Lươn,http://www.amthuc365.vn/cong-thuc/78-sushi-nhat-ban.html,20
con,Tôm,http://www.amthuc365.vn/cong-thuc/78-sushi-nhat-ban.html,2
g,cơm,http://www.amthuc365.vn/cong-thuc/78-sushi-nhat-ban.html,20
g,Bột chiên giòn,http://www.amthuc365.vn/cong-thuc/78-sushi-nhat-ban.html,20
,Dầu,http://www.amthuc365.vn/cong-thuc/78-sushi-nhat-ban.html,
,Củ cải,http://www.amthuc365.vn/cong-thuc/78-sushi-nhat-ban.html,
,Nước trộn sushi,http://www.amthuc365.vn/cong-thuc/78-sushi-nhat-ban.html,
miếng,Tàu hủ,http://www.amthuc365.vn/cong-thuc/96-goi-bau.html,1
trái,Bầu,http://www.amthuc365.vn/cong-thuc/96-goi-bau.html,1/2
củ,cà rốt,http://www.amthuc365.vn/cong-thuc/96-goi-bau.html,2
nhánh,Đầu boa-rô,http://www.amthuc365.vn/cong-thuc/96-goi-bau.html,2
trái,Ớt,http://www.amthuc365.vn/cong-thuc/96-goi-bau.html,1
trái,Bầu,http://www.amthuc365.vn/cong-thuc/96-goi-bau.html,1
,Nước trộn,http://www.amthuc365.vn/cong-thuc/96-goi-bau.html,
g,Gan ngỗng,http://www.amthuc365.vn/cong-thuc/94-banh-cuon-gan-ngong.html,150
g,thịt ba chỉ,http://www.amthuc365.vn/cong-thuc/94-banh-cuon-gan-ngong.html,200
g,Bánh cuốn,http://www.amthuc365.vn/cong-thuc/94-banh-cuon-gan-ngong.html,500
g,Sả,http://www.amthuc365.vn/cong-thuc/94-banh-cuon-gan-ngong.html,30
g,Ớt,http://www.amthuc365.vn/cong-thuc/94-banh-cuon-gan-ngong.html,10
g,Ngò rí,http://www.amthuc365.vn/cong-thuc/94-banh-cuon-gan-ngong.html,20
g,Húng lủi,http://www.amthuc365.vn/cong-thuc/94-banh-cuon-gan-ngong.html,15
g,Hành lá,http://www.amthuc365.vn/cong-thuc/94-banh-cuon-gan-ngong.html,20
g,Mè,http://www.amthuc365.vn/cong-thuc/94-banh-cuon-gan-ngong.html,20
,Muối,http://www.amthuc365.vn/cong-thuc/94-banh-cuon-gan-ngong.html,
g,Nấm kim châm,http://www.amthuc365.vn/cong-thuc/90-hoan-hy-kim-cham.html,100
g,Tàu hủ,http://www.amthuc365.vn/cong-thuc/90-hoan-hy-kim-cham.html,100
g,Hẹ,http://www.amthuc365.vn/cong-thuc/90-hoan-hy-kim-cham.html,100
g,Bơ mặn,http://www.amthuc365.vn/cong-thuc/90-hoan-hy-kim-cham.html,20
thìa súp nước,Tương,http://www.amthuc365.vn/cong-thuc/90-hoan-hy-kim-cham.html,2
thìa cà phê,Muối,http://www.amthuc365.vn/cong-thuc/90-hoan-hy-kim-cham.html,1/2
thìa cà phê,Đường,http://www.amthuc365.vn/cong-thuc/90-hoan-hy-kim-cham.html,2
,Dầu,http://www.amthuc365.vn/cong-thuc/90-hoan-hy-kim-cham.html,
kg,Thịt bò,http://www.amthuc365.vn/cong-thuc/97-thit-bo-cuon-ca-rot.html,1/2
củ,Cà rốt,http://www.amthuc365.vn/cong-thuc/97-thit-bo-cuon-ca-rot.html,1 - 2
,Muối,http://www.amthuc365.vn/cong-thuc/97-thit-bo-cuon-ca-rot.html,
,Hạt,http://www.amthuc365.vn/cong-thuc/97-thit-bo-cuon-ca-rot.html,
,Bột ngô,http://www.amthuc365.vn/cong-thuc/97-thit-bo-cuon-ca-rot.html,
,Nước xốt,http://www.amthuc365.vn/cong-thuc/97-thit-bo-cuon-ca-rot.html,
g,Cá hồi,http://www.amthuc365.vn/cong-thuc/92-goi-cuon-ca-hoi.html,200
g,xà lách Đà Lạt,http://www.amthuc365.vn/cong-thuc/92-goi-cuon-ca-hoi.html,100
g,Rau thơm,http://www.amthuc365.vn/cong-thuc/92-goi-cuon-ca-hoi.html,50
g,Bánh hỏi,http://www.amthuc365.vn/cong-thuc/92-goi-cuon-ca-hoi.html,200
ml,Giấm balsamic,http://www.amthuc365.vn/cong-thuc/92-goi-cuon-ca-hoi.html,200
ml,Dầu ô-liu,http://www.amthuc365.vn/cong-thuc/92-goi-cuon-ca-hoi.html,400
thìa cà phê,Đường,http://www.amthuc365.vn/cong-thuc/92-goi-cuon-ca-hoi.html,2
thìa cà phê,Muối,http://www.amthuc365.vn/cong-thuc/92-goi-cuon-ca-hoi.html,1
