mytype,material,link,value
muỗng,Súp rượu nho trắng,http://www.amthuc365.vn/cong-thuc/48-thit-heo-cuon-tao.html,3
,Tiêu,http://www.amthuc365.vn/cong-thuc/48-thit-heo-cuon-tao.html,
,Bột bắp,http://www.amthuc365.vn/cong-thuc/48-thit-heo-cuon-tao.html,
,Dầu olive,http://www.amthuc365.vn/cong-thuc/48-thit-heo-cuon-tao.html,
g,thăn Lợn,http://www.amthuc365.vn/cong-thuc/49-than-lon-cuon-sua-dua.html,300
g,giò sống,http://www.amthuc365.vn/cong-thuc/49-than-lon-cuon-sua-dua.html,100
g,Cà rốt,http://www.amthuc365.vn/cong-thuc/49-than-lon-cuon-sua-dua.html,150
g,Khoai tây,http://www.amthuc365.vn/cong-thuc/49-than-lon-cuon-sua-dua.html,100
lít,Sữa dừa,http://www.amthuc365.vn/cong-thuc/49-than-lon-cuon-sua-dua.html,1/2
thìa,Súp hạt nêm,http://www.amthuc365.vn/cong-thuc/49-than-lon-cuon-sua-dua.html,1
thìa cà phê,Đường,http://www.amthuc365.vn/cong-thuc/49-than-lon-cuon-sua-dua.html,1/2
thìa súp,Dầu ăn,http://www.amthuc365.vn/cong-thuc/49-than-lon-cuon-sua-dua.html,1
cây,Hành lá,http://www.amthuc365.vn/cong-thuc/49-than-lon-cuon-sua-dua.html,1
